120_metros => 120_metros, tag#Zu, ctag#Zu, pos#number, lemma#LN_m:120
levantaran => levantaran, tag#VMSI3P0, ctag#VMS, pos#verb, lemma#levantar
levantaríamos => levantaríamos, tag#VMIC1P0, ctag#VMI, pos#verb, lemma#levantar
levantar => levantar, tag#VMN0000, ctag#VMN, pos#verb, lemma#levantar
Levantáronse => Levantáronse, tag#NP00000, ctag#NP, pos#noun, lemma#levantáronse
levante => levante, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#levantar
levanten => levanten, tag#VMSP3P0, ctag#VMS, pos#verb, lemma#levantar
levantisca => levantisca, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#levantisco
levantiscas => levantiscas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#levantisco
Levantola => Levantola, tag#NP00000, ctag#NP, pos#noun, lemma#levantola
levanto => levanto, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#levantar
levantó => levantó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#levantar
Levantose => Levantose, tag#NP00000, ctag#NP, pos#noun, lemma#levantose
levantose => levantose, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#levantose
leve => leve, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#leve
Leve => Leve, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#leve
leyes => leyes, tag#NCFP000, ctag#NC, pos#noun, lemma#ley
ley => ley, tag#NCFS000, ctag#NC, pos#noun, lemma#ley
leyó => leyó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#leer
libertades => libertades, tag#NCFP000, ctag#NC, pos#noun, lemma#libertad
libertad => libertad, tag#NCFS000, ctag#NC, pos#noun, lemma#libertad
libertinaje => libertinaje, tag#NCMS000, ctag#NC, pos#noun, lemma#libertinaje
libidinosa => libidinosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#libidinoso
librábamos => librábamos, tag#VMII1P0, ctag#VMI, pos#verb, lemma#librar
librachos => librachos, tag#NCMP000, ctag#NC, pos#noun, lemma#librachos
Librada => Librada, tag#NCFS000, ctag#NC, pos#noun, lemma#librado
Librada => Librada, tag#NP00000, ctag#NP, pos#noun, lemma#librada
Librada => Librada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#librar
librara => librara, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#librar
librar => librar, tag#VMN0000, ctag#VMN, pos#verb, lemma#librar
libraron => libraron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#librar
libre => libre, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#libre
Libre => Libre, tag#VMM03S0, ctag#VMM, pos#verb, lemma#librar
libres => libres, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#libre
librito => librito, tag#NCMS00V, ctag#NC, pos#noun, lemma#libre
libro => libro, tag#NCMS000, ctag#NC, pos#noun, lemma#libro
libros => libros, tag#NCMP000, ctag#NC, pos#noun, lemma#libro
licencia => licencia, tag#NCFS000, ctag#NC, pos#noun, lemma#licencia
lícitas => lícitas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#lícito
lícito => lícito, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#lícito
lícitos => lícitos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#lícito
Licurgo => Licurgo, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#licurgo
Licurgo => Licurgo, tag#NCMS000, ctag#NC, pos#noun, lemma#licurgo
Licurgo => Licurgo, tag#NP00000, ctag#NP, pos#noun, lemma#licurgo
lidió => lidió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#lidiar
ligera => ligera, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#ligero
ligeramente => ligeramente, tag#RG, ctag#RG, pos#adverb, lemma#ligeramente
ligeras => ligeras, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#ligero
ligereza => ligereza, tag#NCFS000, ctag#NC, pos#noun, lemma#ligereza
ligero => ligero, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#ligero
Limbo => Limbo, tag#NP00000, ctag#NP, pos#noun, lemma#limbo
límites => límites, tag#NCMP000, ctag#NC, pos#noun, lemma#límite
limosna => limosna, tag#NCFS000, ctag#NC, pos#noun, lemma#limosna
limpia => limpia, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#limpio
limpiarían => limpiarían, tag#VMIC3P0, ctag#VMI, pos#verb, lemma#limpiar
limpiar => limpiar, tag#VMN0000, ctag#VMN, pos#verb, lemma#limpiar
limpieza => limpieza, tag#NCFS000, ctag#NC, pos#noun, lemma#limpieza
Linajes_de_Orbajosa => Linajes_de_Orbajosa, tag#NP00000, ctag#NP, pos#noun, lemma#linajes_de_orbajosa
linajes => linajes, tag#NCMP000, ctag#NC, pos#noun, lemma#linaje
Linajes => Linajes, tag#NP00000, ctag#NP, pos#noun, lemma#linajes
linda => linda, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#lindo
lindamente => lindamente, tag#RG, ctag#RG, pos#adverb, lemma#lindamente
lindas => lindas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#lindo
linderos => linderos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#lindero
linderos => linderos, tag#NCMP000, ctag#NC, pos#noun, lemma#lindero
línea => línea, tag#NCFS000, ctag#NC, pos#noun, lemma#línea
líneas => líneas, tag#NCFP000, ctag#NC, pos#noun, lemma#línea
linternas => linternas, tag#NCFP000, ctag#NC, pos#noun, lemma#linterna
líos => líos, tag#NCMP000, ctag#NC, pos#noun, lemma#lío
lírico => lírico, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#lírico
lirios => lirios, tag#NCMP000, ctag#NC, pos#noun, lemma#lirio
Lirios => Lirios, tag#NP00000, ctag#NP, pos#noun, lemma#lirios
lisonja => lisonja, tag#NCFS000, ctag#NC, pos#noun, lemma#lisonja
lisonjera => lisonjera, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#lisonjero
lisonjero => lisonjero, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#lisonjero
lisonjeros => lisonjeros, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#lisonjero
lista => lista, tag#NCFS000, ctag#NC, pos#noun, lemma#lista
listas => listas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#listo
listos => listos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#listo
literarias => literarias, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#literario
litigio => litigio, tag#NCMS000, ctag#NC, pos#noun, lemma#litigio
litigios => litigios, tag#NCMP000, ctag#NC, pos#noun, lemma#litigio
lívida => lívida, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#lívido
Livio_Andrónico => Livio_Andrónico, tag#NP00000, ctag#NP, pos#noun, lemma#livio_andrónico
llamaba => llamaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#llamar
Llamaba => Llamaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#llamar
llamaban => llamaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#llamar
Llamábase => Llamábase, tag#NP00000, ctag#NP, pos#noun, lemma#llamábase
Llamábase_Orbajosa => Llamábase_Orbajosa, tag#NP00000, ctag#NP, pos#noun, lemma#llamábase_orbajosa
llamada => llamada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#llamar
Llamad => Llamad, tag#VMM02P0, ctag#VMM, pos#verb, lemma#llamar
llamado => llamado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#llamar
llamados => llamados, tag#VMP00PM, ctag#VMP, pos#verb, lemma#llamar
llama => llama, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llamar
llamamos => llamamos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#llamar
llamando => llamando, tag#VMG0000, ctag#VMG, pos#verb, lemma#llamar
llaman => llaman, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#llamar
llamarada => llamarada, tag#NCFS000, ctag#NC, pos#noun, lemma#llamarada
llamará => llamará, tag#VMIF3S0, ctag#VMI, pos#verb, lemma#llamar
llamara => llamara, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#llamar
llamaré => llamaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#llamar
llamar => llamar, tag#VMN0000, ctag#VMN, pos#verb, lemma#llamar
llamáronla => llamáronla, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llamáronla
llamaron => llamaron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#llamar
llamas => llamas, tag#NCFP000, ctag#NC, pos#noun, lemma#llama
llamaste => llamaste, tag#VMIS2S0, ctag#VMI, pos#verb, lemma#llamar
llame => llame, tag#VMM03S0, ctag#VMM, pos#verb, lemma#llamar
Llame => Llame, tag#VMM03S0, ctag#VMM, pos#verb, lemma#llamar
Llamen => Llamen, tag#VMSP3P0, ctag#VMS, pos#verb, lemma#llamar
Llamole => Llamole, tag#NP00000, ctag#NP, pos#noun, lemma#llamole
llamo => llamo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#llamar
llamó => llamó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#llamar
llana => llana, tag#NCFS000, ctag#NC, pos#noun, lemma#llana
llano => llano, tag#NCMS000, ctag#NC, pos#noun, lemma#llano
llanos => llanos, tag#NCMP000, ctag#NC, pos#noun, lemma#llano
llanto => llanto, tag#NCMS000, ctag#NC, pos#noun, lemma#llanto
llave => llave, tag#NCFS000, ctag#NC, pos#noun, lemma#llave
Llegaban => Llegaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#llegar
llegado => llegado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#llegar
llega => llega, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llegar
Llega => Llega, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llegar
llegamos => llegamos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#llegar
Llegamos => Llegamos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#llegar
llegará => llegará, tag#VMIF3S0, ctag#VMI, pos#verb, lemma#llegar
Llegará => Llegará, tag#VMIF3S0, ctag#VMI, pos#verb, lemma#llegar
llegara => llegara, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#llegar
llegaran => llegaran, tag#VMSI3P0, ctag#VMS, pos#verb, lemma#llegar
llegaremos => llegaremos, tag#VMIF1P0, ctag#VMI, pos#verb, lemma#llegar
llegaría => llegaría, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#llegar
llegar => llegar, tag#VMN0000, ctag#VMN, pos#verb, lemma#llegar
llegaron => llegaron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#llegar
llegó => llegó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#llegar
llegose => llegose, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#llegose
llenaba => llenaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#llenar
llenaban => llenaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#llenar
llenado => llenado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#llenar
llena => llena, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#lleno
llena => llena, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llenar
llenando => llenando, tag#VMG0000, ctag#VMG, pos#verb, lemma#llenar
llenan => llenan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#llenar
llenas => llenas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#lleno
llenas => llenas, tag#NCFP000, ctag#NC, pos#noun, lemma#llena
lleno => lleno, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#lleno
lleno => lleno, tag#NCMS000, ctag#NC, pos#noun, lemma#lleno
llenose => llenose, tag#NCMP000, ctag#NC, pos#noun, lemma#lleno_e
llenos => llenos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#lleno
llevábalas => llevábalas, tag#NCFP000, ctag#NC, pos#noun, lemma#llevábalas
llevaba => llevaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#llevar
llevaban => llevaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#llevar
llevado => llevado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#llevar
llevados => llevados, tag#VMP00PM, ctag#VMP, pos#verb, lemma#llevar
lleva => lleva, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llevar
Lleva => Lleva, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llevar
llevamos => llevamos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#llevar
llevando => llevando, tag#VMG0000, ctag#VMG, pos#verb, lemma#llevar
llevan => llevan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#llevar
llevará => llevará, tag#VMIF3S0, ctag#VMI, pos#verb, lemma#llevar
llevara => llevara, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#llevar
llevarás => llevarás, tag#VMIF2S0, ctag#VMI, pos#verb, lemma#llevar
llevaré => llevaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#llevar
llevaría => llevaría, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#llevar
llevarían => llevarían, tag#VMIC3P0, ctag#VMI, pos#verb, lemma#llevar
llevar => llevar, tag#VMN0000, ctag#VMN, pos#verb, lemma#llevar
Lleváronles => Lleváronles, tag#NP00000, ctag#NP, pos#noun, lemma#lleváronles
llevaron => llevaron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#llevar
llevas => llevas, tag#VMIP2S0, ctag#VMI, pos#verb, lemma#llevar
lleve => lleve, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#llevar
lleven => lleven, tag#VMM03P0, ctag#VMM, pos#verb, lemma#llevar
Lleven => Lleven, tag#VMSP3P0, ctag#VMS, pos#verb, lemma#llevar
llevo => llevo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#llevar
Llevo => Llevo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#llevar
llevó => llevó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#llevar
llevose => llevose, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#llevose
lloraba => lloraba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#llorar
llora => llora, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#llorar
llorando => llorando, tag#VMG0000, ctag#VMG, pos#verb, lemma#llorar
llorar => llorar, tag#VMN0000, ctag#VMN, pos#verb, lemma#llorar
lloras => lloras, tag#VMIP2S0, ctag#VMI, pos#verb, lemma#llorar
llorona => llorona, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#llorón
llorón => llorón, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#llorón
lloros => lloros, tag#NCMP000, ctag#NC, pos#noun, lemma#lloro
lluvia => lluvia, tag#NCFS000, ctag#NC, pos#noun, lemma#lluvia
lobo => lobo, tag#NCMS000, ctag#NC, pos#noun, lemma#lobo
lobos => lobos, tag#NCMP000, ctag#NC, pos#noun, lemma#lobo
lobreguez => lobreguez, tag#NCFS000, ctag#NC, pos#noun, lemma#lobreguez
locales => locales, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#local
localidades => localidades, tag#NCFP000, ctag#NC, pos#noun, lemma#localidad
localidad => localidad, tag#NCFS000, ctag#NC, pos#noun, lemma#localidad
loca => loca, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#loco
loca => loca, tag#NCFS000, ctag#NC, pos#noun, lemma#loco
locas => locas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#loco
loco => loco, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#loco
loco => loco, tag#NCMS000, ctag#NC, pos#noun, lemma#loco
locos => locos, tag#NCMP000, ctag#NC, pos#noun, lemma#loco
locura => locura, tag#NCFS000, ctag#NC, pos#noun, lemma#locura
locuras => locuras, tag#NCFP000, ctag#NC, pos#noun, lemma#locura
locutorios => locutorios, tag#NCMP000, ctag#NC, pos#noun, lemma#locutorio
lodo => lodo, tag#NCMS000, ctag#NC, pos#noun, lemma#lodo
lógica => lógica, tag#NCFS000, ctag#NC, pos#noun, lemma#lógica
lograba => lograba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#lograr
logrado => logrado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#lograr
logramos => logramos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#lograr
lograron => lograron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#lograr
logró => logró, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#lograr
lo => lo, tag#DA00S0, ctag#DA, pos#determiner, lemma#el
Lo => Lo, tag#DA00S0, ctag#DA, pos#determiner, lemma#el
lo => lo, tag#PP3MSA0, ctag#PP, pos#pronoun, lemma#lo
Lo => Lo, tag#PP3MSA0, ctag#PP, pos#pronoun, lemma#lo
Lo_malo_es_que => Lo_malo_es_que, tag#CS, ctag#CS, pos#conjunction, lemma#lo_malo_es_que
loma => loma, tag#NCFS000, ctag#NC, pos#noun, lemma#loma
lomas => lomas, tag#NCFP000, ctag#NC, pos#noun, lemma#loma
lomos => lomos, tag#NCMP000, ctag#NC, pos#noun, lemma#lomo
Londres => Londres, tag#NP00000, ctag#NP, pos#noun, lemma#londres
longanizas => longanizas, tag#NCFP000, ctag#NC, pos#noun, lemma#longaniza
López_de_Berganza => López_de_Berganza, tag#NP00000, ctag#NP, pos#noun, lemma#lópez_de_berganza
loro => loro, tag#NCMS000, ctag#NC, pos#noun, lemma#loro
losa => losa, tag#NCFS000, ctag#NC, pos#noun, lemma#losa
losas => losas, tag#NCFP000, ctag#NC, pos#noun, lemma#losa
los => los, tag#DA0MP0, ctag#DA, pos#determiner, lemma#el
Los => Los, tag#DA0MP0, ctag#DA, pos#determiner, lemma#el
los => los, tag#PP3MPA0, ctag#PP, pos#pronoun, lemma#lo
lozanía => lozanía, tag#NCFS000, ctag#NC, pos#noun, lemma#lozanía
lozano => lozano, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#lozano
Lucas => Lucas, tag#NP00000, ctag#NP, pos#noun, lemma#lucas
lucecillas => lucecillas, tag#NCFP00V, ctag#NC, pos#noun, lemma#luz
luces => luces, tag#NCFP000, ctag#NC, pos#noun, lemma#luz
luchado => luchado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#luchar
lucha => lucha, tag#NCFS000, ctag#NC, pos#noun, lemma#lucha
luchamos => luchamos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#luchar
luchas => luchas, tag#NCFP000, ctag#NC, pos#noun, lemma#lucha
luciendo => luciendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#lucir
Lucrecio => Lucrecio, tag#NP00000, ctag#NP, pos#noun, lemma#lucrecio
luego => luego, tag#RG, ctag#RG, pos#adverb, lemma#luego
Luego => Luego, tag#RG, ctag#RG, pos#adverb, lemma#luego
luego_que => luego_que, tag#CS, ctag#CS, pos#conjunction, lemma#luego_que
Luego_que => Luego_que, tag#CS, ctag#CS, pos#conjunction, lemma#luego_que
luengos => luengos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#luengo
lugareña => lugareña, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#lugareño
lugareña => lugareña, tag#NCFS000, ctag#NC, pos#noun, lemma#lugareño
lugares => lugares, tag#NCMP000, ctag#NC, pos#noun, lemma#lugar
lugar => lugar, tag#NCMS000, ctag#NC, pos#noun, lemma#lugar
Lugarnoble => Lugarnoble, tag#NP00000, ctag#NP, pos#noun, lemma#lugarnoble
lugarón => lugarón, tag#NCMS000, ctag#NC, pos#noun, lemma#lugarón
lumbreras => lumbreras, tag#NCFP000, ctag#NC, pos#noun, lemma#lumbrera
luminosa => luminosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#luminoso
luminosas => luminosas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#luminoso
luna => luna, tag#NCFS000, ctag#NC, pos#noun, lemma#luna
lunas => lunas, tag#NCFP000, ctag#NC, pos#noun, lemma#luna
lustrada => lustrada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#lustrar
lustre => lustre, tag#NCMS000, ctag#NC, pos#noun, lemma#lustre
luterano => luterano, tag#NCMS000, ctag#NC, pos#noun, lemma#luterano
luto => luto, tag#NCMS000, ctag#NC, pos#noun, lemma#luto
luz => luz, tag#NCFS000, ctag#NC, pos#noun, lemma#luz
macetas => macetas, tag#NCFP000, ctag#NC, pos#noun, lemma#maceta
machacar => machacar, tag#VMN0000, ctag#VMN, pos#verb, lemma#machacar
macha => macha, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#machar
macho => macho, tag#NCMS000, ctag#NC, pos#noun, lemma#macho
madera => madera, tag#NCFS000, ctag#NC, pos#noun, lemma#madera
madre => madre, tag#NCFS000, ctag#NC, pos#noun, lemma#madre
Madre => Madre, tag#NCFS000, ctag#NC, pos#noun, lemma#madre
Madre => Madre, tag#NP00000, ctag#NP, pos#noun, lemma#madre
madres => madres, tag#NCFP000, ctag#NC, pos#noun, lemma#madre
Madrid => Madrid, tag#NP00000, ctag#NP, pos#noun, lemma#madrid
Madriles => Madriles, tag#NP00000, ctag#NP, pos#noun, lemma#madriles
Madriz => Madriz, tag#NP00000, ctag#NP, pos#noun, lemma#madriz
madrugada => madrugada, tag#NCFS000, ctag#NC, pos#noun, lemma#madrugada
madruga => madruga, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#madrugar
madurez => madurez, tag#NCFS000, ctag#NC, pos#noun, lemma#madurez
maestra => maestra, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#maestro
Maestrique => Maestrique, tag#NP00000, ctag#NP, pos#noun, lemma#maestrique
maestro => maestro, tag#NCMS000, ctag#NC, pos#noun, lemma#maestro
maestros => maestros, tag#NCMP000, ctag#NC, pos#noun, lemma#maestro
magistral => magistral, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#magistral
magnanimidad => magnanimidad, tag#NCFS000, ctag#NC, pos#noun, lemma#magnanimidad
magnesia => magnesia, tag#NCFS000, ctag#NC, pos#noun, lemma#magnesia
magnífica => magnífica, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#magnífico
magníficas => magníficas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#magnífico
magnificencia => magnificencia, tag#NCFS000, ctag#NC, pos#noun, lemma#magnificencia
majadería => majadería, tag#NCFS000, ctag#NC, pos#noun, lemma#majadería
majaderías => majaderías, tag#NCFP000, ctag#NC, pos#noun, lemma#majadería
majadero => majadero, tag#NCMS000, ctag#NC, pos#noun, lemma#majadero
Majestad => Majestad, tag#NP00000, ctag#NP, pos#noun, lemma#majestad
majestuosa => majestuosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#majestuoso
mala => mala, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#malo
malas => malas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#malo
Malas => Malas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#malo
maldades => maldades, tag#NCFP000, ctag#NC, pos#noun, lemma#maldad
maldad => maldad, tag#NCFS000, ctag#NC, pos#noun, lemma#maldad
maldiciente => maldiciente, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#maldiciente
maldicientes => maldicientes, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#maldiciente
maldición => maldición, tag#NCFS000, ctag#NC, pos#noun, lemma#maldición
maldita => maldita, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#maldito
Maldita => Maldita, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#maldito
maldito => maldito, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#maldito
Maldito => Maldito, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#maldito
maleable => maleable, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#maleable
malecones => malecones, tag#NCMP000, ctag#NC, pos#noun, lemma#malecón
maledicencia => maledicencia, tag#NCFS000, ctag#NC, pos#noun, lemma#maledicencia
maléfica => maléfica, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#maléfico
maleficio => maleficio, tag#NCMS000, ctag#NC, pos#noun, lemma#maleficio
males => males, tag#NCMP000, ctag#NC, pos#noun, lemma#mal
maletas => maletas, tag#NCFP000, ctag#NC, pos#noun, lemma#maleta
malevolencia => malevolencia, tag#NCFS000, ctag#NC, pos#noun, lemma#malevolencia
malhadado => malhadado, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#malhadado
maligna => maligna, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#maligno
malignos => malignos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#maligno
malísimas => malísimas, tag#AQSFP00, ctag#AQ, pos#adjective, lemma#mal
mal => mal, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#mal
mal => mal, tag#NCMS000, ctag#NC, pos#noun, lemma#mal
mal => mal, tag#RG, ctag#RG, pos#adverb, lemma#mal
malo => malo, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#malo
malo => malo, tag#NCMS000, ctag#NC, pos#noun, lemma#malo
malos => malos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#malo
maltratado => maltratado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#maltratar
maltrate => maltrate, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#maltratar
malvados => malvados, tag#NCMP000, ctag#NC, pos#noun, lemma#malvado
mamá => mamá, tag#NCFS000, ctag#NC, pos#noun, lemma#mamá
Mamá => Mamá, tag#NP00000, ctag#NP, pos#noun, lemma#mamá
mamarrachos => mamarrachos, tag#NCMP000, ctag#NC, pos#noun, lemma#mamarracho
mamás => mamás, tag#NCFP000, ctag#NC, pos#noun, lemma#mamá
manada => manada, tag#NCFS000, ctag#NC, pos#noun, lemma#manada
manantiales => manantiales, tag#NCMP000, ctag#NC, pos#noun, lemma#manantial
mancha => mancha, tag#NCFS000, ctag#NC, pos#noun, lemma#mancha
mandaba => mandaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#mandar
mandado => mandado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#mandar
manda => manda, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#mandar
Manda => Manda, tag#VMM02S0, ctag#VMM, pos#verb, lemma#mandar
mandan => mandan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#mandar
mandará => mandará, tag#VMIF3S0, ctag#VMI, pos#verb, lemma#mandar
Mandaría => Mandaría, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#mandar
mandarines => mandarines, tag#NCMP000, ctag#NC, pos#noun, lemma#mandarín
mandar => mandar, tag#VMN0000, ctag#VMN, pos#verb, lemma#mandar
mandé => mandé, tag#VMIS1S0, ctag#VMI, pos#verb, lemma#mandar
mande => mande, tag#VMM03S0, ctag#VMM, pos#verb, lemma#mandar
mande => mande, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#mandar
manden => manden, tag#VMSP3P0, ctag#VMS, pos#verb, lemma#mandar
mando => mando, tag#NCMS000, ctag#NC, pos#noun, lemma#mando
mandó => mandó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#mandar
mandria => mandria, tag#NCCS000, ctag#NC, pos#noun, lemma#mandria
manebunt => manebunt, tag#NCMS000, ctag#NC, pos#noun, lemma#manebunt
maneja => maneja, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#manejar
manejamos => manejamos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#manejar
manejos => manejos, tag#NCMP000, ctag#NC, pos#noun, lemma#manejo
manera => manera, tag#NCFS000, ctag#NC, pos#noun, lemma#manera
maneras => maneras, tag#NCFP000, ctag#NC, pos#noun, lemma#manera
manga => manga, tag#NCFS000, ctag#NC, pos#noun, lemma#manga
